,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,AAPL,91.27999877929688,91.83999633789062,90.97750091552734,88.7960433959961,110737200.0,2.0,2.977431798168084,91.55630082759174,79.19130888310161,62.80714040320819,107.51133920474273,29.730531783249674,82.89883448282878,76.75925814310709,28.6200008392334,53.068196917786764
0,2020-07-01,AMGN,235.52000427246094,256.2300109863281,232.5800018310547,223.82110595703125,6575800.0,2.0,3.389078809801731,216.59209721366608,186.59651515205655,61.27964647098863,269.7775512855159,46.80613855018444,200.24616495768228,201.246196492513,28.6200008392334,53.068196917786764
0,2020-07-01,AXP,95.25,96.95999908447266,93.63999938964844,89.22905731201172,3301000.0,2.0,-0.3770897391177783,106.9976535788387,85.0362819680363,48.50480741234439,-66.26443383404464,3.142447593063421,94.22727737426757,87.88137461344401,28.6200008392334,53.068196917786764
0,2020-07-01,BA,185.8800048828125,190.61000061035156,180.0399932861328,180.32000732421875,49036700.0,2.0,5.443193477575591,220.7211391056244,160.9328632747467,50.92577108143958,24.220608346258853,15.932919876883025,176.4723347981771,155.6141675313314,28.6200008392334,53.068196917786764
0,2020-07-01,CAT,129.3800048828125,129.39999389648438,125.87999725341797,115.20433044433594,2807800.0,2.0,1.2151701043734562,124.72672837748175,108.23535200581904,52.86541528378121,35.83664028669753,14.45740437284711,114.02146987915039,108.51564394632975,28.6200008392334,53.068196917786764
0,2020-07-01,CRM,188.10000610351562,192.82000732421875,187.4600067138672,191.04190063476562,4754600.0,2.0,4.1737337645830905,194.2095229517356,168.29220434318626,58.1043205253538,139.9360660738061,29.22574697896623,179.39493509928386,170.19295272827148,28.6200008392334,53.068196917786764
0,2020-07-01,CSCO,46.540000915527344,46.720001220703125,46.0,40.386619567871094,17129500.0,2.0,0.253010515550919,42.46305166795851,38.375066694468245,53.16055614381692,19.488648520928994,13.38057637422252,40.37112592061361,38.72839247385661,28.6200008392334,53.068196917786764
0,2020-07-01,CVX,89.27999877929688,90.7699966430664,87.55000305175781,72.7511978149414,6379400.0,2.0,-0.9532940163602319,84.9900882112335,68.7347912443329,47.829181408329504,-92.13085378540195,9.086242134949147,76.97411702473958,74.61777381896972,28.6200008392334,53.068196917786764
0,2020-07-01,DIS,112.81999969482422,115.5999984741211,112.29000091552734,112.12560272216797,11930900.0,2.0,-0.9623696821744971,126.2552859050647,105.61183369332399,49.23569558783511,-76.92102432190812,1.5594677137092354,116.7114242553711,110.50752449035645,28.6200008392334,53.068196917786764
0,2020-07-01,GS,198.8800048828125,199.74000549316406,195.52000427246094,177.857421875,2620100.0,2.0,0.5577225041050724,200.3805202420541,168.6944828097037,50.96277108706775,-35.70380128744867,3.6210869345612773,181.61180114746094,170.78901341756185,28.6200008392334,53.068196917786764
0,2020-07-01,HD,249.64999389648438,250.3300018310547,246.92999267578125,223.94940185546875,3677300.0,2.0,2.146348562504727,233.2596270747286,215.13911102341592,55.50969895954663,20.632236398111164,8.25430555613611,222.93756917317708,208.8861971537272,28.6200008392334,53.068196917786764
0,2020-07-01,HON,145.22000122070312,146.47999572753906,142.97000122070312,132.26190185546875,2609500.0,2.0,-0.30185418890957294,148.65258147390418,122.90233643381067,49.99255366967279,-33.464527906910206,2.767806186602889,134.80812810262043,129.09480349222818,28.6200008392334,53.068196917786764
